title,genre,budget,gross,ROI,segment
Mona Lisa Smile,Drama,65000000.0,141337989.0,1.1744306,Other
Freddy vs. Jason,Action,30000000.0,116632628.0,2.8877542666666667,Other
Bruce Almighty,Comedy,81000000.0,484592874.0,4.982628074074074,Blockbuster
Dogville,Crime,10000000.0,16689283.0,0.6689283,Other
Elf,Adventure,33000000.0,223853736.0,5.783446545454545,Other
Freaky Friday,Comedy,20000000.0,160846332.0,7.0423166,Indie Hit
Charlie's Angels: Full Throttle,Action,120000000.0,259175788.0,1.1597982333333334,Other
Legally Blonde 2,Comedy,45000000.0,124914842.0,1.7758853777777779,Other
Dickie Roberts: Former Child Star,Comedy,17000000.0,23769505.0,0.39820617647058826,Other
Anger Management,Comedy,75000000.0,195745823.0,1.6099443066666668,Other
Open Water,Adventure,500000.0,54683487.0,108.366974,Indie Hit
Something's Gotta Give,Comedy,80000000.0,265328738.0,2.316609225,Other
Girl with a Pearl Earring,Biography,12000000.0,33030115.0,1.7525095833333333,Other
The Cat in the Hat,Adventure,109000000.0,133960541.0,0.22899578899082568,Other
Brother Bear,Animation,128000000.0,250397798.0,0.956232796875,Other
The Brown Bunny,Drama,10000000.0,402599.0,-0.9597401,Other
Tears of the Sun,Action,75000000.0,86468162.0,0.15290882666666666,Other
Final Destination 2,Horror,26000000.0,90941129.0,2.497735730769231,Other
21 Grams,Crime,20000000.0,60427839.0,2.02139195,Other
Intolerable Cruelty,Comedy,60000000.0,120801243.0,1.01335405,Other
Johnny English,Action,40000000.0,160466000.0,3.01165,Other
The Hunted,Action,55000000.0,46061847.0,-0.16251187272727272,Failure
Matchstick Men,Comedy,62000000.0,65565672.0,0.05751083870967742,Other
Under the Tuscan Sun,Comedy,18000000.0,58878723.0,2.271040166666667,Other
Seabiscuit,Drama,87000000.0,148336445.0,0.7050166091954023,Other
American Wedding,Comedy,55000000.0,232722935.0,3.231326090909091,Other
Just Married,Comedy,18000000.0,101564935.0,4.642496388888889,Indie Hit
Lara Croft Tomb Raider: The Cradle of Life,Action,95000000.0,160099222.0,0.6852549684210526,Other
Elephant,Crime,3000000.0,10012022.0,2.3373406666666665,Other
Darkness Falls,Fantasy,11000000.0,47488536.0,3.3171396363636365,Indie Hit
Spy Kids 3-D: Game Over,Action,38000000.0,197101678.0,4.186886263157895,Other
Gigli,Comedy,54000000.0,7266209.0,-0.865440574074074,Failure
Out of Time,Crime,50000000.0,55495563.0,0.10991126,Other
The Core,Action,60000000.0,73498611.0,0.22497685,Other
Dumb and Dumberer: When Harry Met Lloyd,Comedy,19000000.0,39267515.0,1.0667113157894736,Other
Runaway Jury,Crime,60000000.0,80154140.0,0.33590233333333336,Other
Jeepers Creepers 2,Horror,17000000.0,63102666.0,2.711921529411765,Indie Hit
Shanghai Knights,Action,50000000.0,88323487.0,0.76646974,Other
Dreamcatcher,Drama,68000000.0,81240406.0,0.19471185294117646,Other
Daddy Day Care,Comedy,60000000.0,164433867.0,1.74056445,Other
Paycheck,Action,60000000.0,117248958.0,0.9541493,Other
Duplex,Comedy,40000000.0,19322135.0,-0.516946625,Failure
Honey,Drama,18000000.0,62228395.0,2.4571330555555555,Other
Wonderland,Crime,5000000.0,2466444.0,-0.5067112,Other
The Haunted Mansion,Comedy,90000000.0,182290266.0,1.0254474,Other
Sinbad: Legend of the Seven Seas,Animation,60000000.0,80773077.0,0.34621795,Other
House of the Dead,Action,12000000.0,13818181.0,0.15151508333333333,Other
Gods and Generals,Biography,56000000.0,12923936.0,-0.7692154285714285,Failure
House of Sand and Fog,Crime,16500000.0,16763804.0,0.01598812121212121,Other
A Man Apart,Action,36000000.0,44350926.0,0.23197016666666667,Other
The Station Agent,Comedy,500000.0,8701337.0,16.402674,Indie Hit
Basic,Action,50000000.0,42792561.0,-0.14414878,Failure
The Human Stain,Drama,30000000.0,22954068.0,-0.2348644,Failure
Grind,Adventure,6000000.0,5141166.0,-0.143139,Other
Gothika,Horror,40000000.0,141591324.0,2.5397831,Other
Agent Cody Banks,Action,28000000.0,58795814.0,1.0998505,Other
Bad Santa,Comedy,23000000.0,76490720.0,2.3256834782608697,Other
Shattered Glass,Drama,6000000.0,2944752.0,-0.509208,Other
The Lizzie McGuire Movie,Adventure,17000000.0,55534455.0,2.2667326470588236,Other
The Cooler,Drama,3200000.0,10464788.0,2.27024625,Other
Cradle 2 the Grave,Action,25000000.0,56489558.0,1.25958232,Other
Uptown Girls,Comedy,20000000.0,44617342.0,1.2308671,Other
Calendar Girls,Comedy,10000000.0,93400759.0,8.3400759,Indie Hit
View from the Top,Comedy,30000000.0,19526014.0,-0.34913286666666665,Failure
Malibu's Most Wanted,Comedy,15000000.0,34622504.0,1.3081669333333332,Other
Kangaroo Jack,Action,60000000.0,88929111.0,0.48215185,Other
Radio,Biography,35000000.0,53293628.0,0.5226750857142857,Other
The Recruit,Action,46000000.0,101191884.0,1.1998235652173912,Other
Young Adam,Crime,6400000.0,2561820.0,-0.599715625,Other
Hollywood Homicide,Action,75000000.0,51142659.0,-0.31809788,Failure
The Triplets of Belleville,Animation,9500000.0,14776760.0,0.5554484210526316,Other
Stuck on You,Comedy,55000000.0,65784503.0,0.19608187272727273,Other
Bulletproof Monk,Action,52000000.0,37713879.0,-0.27473309615384617,Failure
Down with Love,Comedy,35000000.0,39468111.0,0.12766031428571428,Other
Biker Boyz,Action,24000000.0,23510621.0,-0.020390791666666668,Failure
The Medallion,Action,41000000.0,34268701.0,-0.1641780243902439,Failure
The Shape of Things,Comedy,4000000.0,826617.0,-0.79334575,Other
Party Monster,Biography,5000000.0,782606.0,-0.8434788,Other
Bringing Down the House,Comedy,33000000.0,164729679.0,3.9918084545454544,Other
Willard,Drama,20000000.0,8564586.0,-0.5717707,Other
The in-Laws,Action,40000000.0,26891849.0,-0.327703775,Failure
Confidence,Crime,15000000.0,23014206.0,0.5342804,Other
Latter Days,Comedy,850000.0,865028.0,0.01768,Other
Beyond Borders,Adventure,35000000.0,11705002.0,-0.6655713714285715,Failure
The Fighting Temptations,Comedy,30000000.0,33972062.0,0.13240206666666668,Other
Anything Else,Comedy,18000000.0,13585075.0,-0.24527361111111112,Other
I Capture the Castle,Drama,8000000.0,6586341.0,-0.176707375,Other
The Jungle Book 2,Animation,20000000.0,186303759.0,8.31518795,Indie Hit
My Boss's Daughter,Comedy,14000000.0,18191005.0,0.2993575,Other
A Guy Thing,Comedy,20000000.0,17432163.0,-0.12839185,Other
Intermission,Comedy,5000000.0,5175215.0,0.035043,Other
All the Real Girls,Drama,2500000.0,579986.0,-0.7680056,Other
From Justin to Kelly,Comedy,12000000.0,4928883.0,-0.58925975,Other
Owning Mahowny,Crime,10000000.0,1271244.0,-0.8728756,Other
Head of State,Comedy,35200000.0,38620484.0,0.09717284090909091,Other
The Singing Detective,Comedy,8000000.0,435625.0,-0.945546875,Other
Pieces of April,Comedy,300000.0,3282321.0,9.94107,Indie Hit
Code 46,Drama,7500000.0,886018.0,-0.8818642666666666,Other
The Order,Horror,38000000.0,11560806.0,-0.6957682631578948,Failure
Veronica Guerin,Biography,17000000.0,9439660.0,-0.4447258823529412,Other
Shade,Crime,10000000.0,459098.0,-0.9540902,Other
The Mother,Drama,2500000.0,3039587.0,0.2158348,Other
Rugrats Go Wild,Animation,25000000.0,55250496.0,1.21001984,Other
Luther,Biography,30000000.0,29632684.0,-0.012243866666666667,Failure
Saints and Soldiers,Action,780000.0,1310470.0,0.6800897435897436,Other
Taxi 3,Action,1300000.0,65497208.0,49.38246769230769,Indie Hit
The Company,Drama,15000000.0,6415017.0,-0.5723322,Other
Good Boy,Comedy,18000000.0,45490616.0,1.5272564444444445,Other
How to Deal,Comedy,16000000.0,14390329.0,-0.1006044375,Other
The Girl Next Door,Comedy,25000000.0,30381722.0,0.21526888,Other
EuroTrip,Comedy,25000000.0,22605153.0,-0.09579388,Failure
Dodgeball: A True Underdog Story,Comedy,20000000.0,168423227.0,7.42116135,Indie Hit
White Chicks,Comedy,37000000.0,113100873.0,2.0567803513513514,Other
Mean Girls,Comedy,17000000.0,130126277.0,6.654486882352941,Indie Hit
Harry Potter and the Prisoner of Azkaban,Adventure,130000000.0,797361618.0,5.133550907692308,Blockbuster
Troy,Drama,175000000.0,497409852.0,1.8423420114285713,Blockbuster
Eternal Sunshine of the Spotless Mind,Drama,20000000.0,74036715.0,2.70183575,Indie Hit
Kill Bill: Vol. 2,Action,30000000.0,154118820.0,4.137294,Other
The Notebook,Drama,29000000.0,117815157.0,3.062591620689655,Other
The Terminal,Comedy,60000000.0,219100084.0,2.6516680666666668,Other
Van Helsing,Action,160000000.0,300157638.0,0.8759852375,Blockbuster
The Incredibles,Animation,92000000.0,631607053.0,5.865294054347826,Blockbuster
Saw,Horror,1200000.0,103911669.0,85.5930575,Indie Hit
Collateral,Crime,65000000.0,220239925.0,2.3883065384615385,Other
The Aviator,Biography,110000000.0,213719942.0,0.9429085636363637,Other
Spider-Man 2,Action,200000000.0,788976453.0,2.944882265,Blockbuster
The Punisher,Action,33000000.0,54700105.0,0.6575789393939394,Other
"I, Robot",Action,120000000.0,353133898.0,1.9427824833333334,Blockbuster
Howl's Moving Castle,Animation,24000000.0,236214446.0,8.842268583333333,Other
Spanglish,Comedy,80000000.0,55470154.0,-0.306623075,Failure
Million Dollar Baby,Drama,30000000.0,216763646.0,6.2254548666666665,Other
The Village,Drama,60000000.0,256697520.0,3.278292,Other
The Butterfly Effect,Drama,13000000.0,96822421.0,6.447878538461539,Indie Hit
The Day After Tomorrow,Action,125000000.0,552639571.0,3.421116568,Blockbuster
Napoleon Dynamite,Comedy,400000.0,46138887.0,114.3472175,Indie Hit
50 First Dates,Comedy,75000000.0,198520934.0,1.6469457866666666,Other
Man on Fire,Action,70000000.0,130834852.0,0.8690693142857143,Other
13 Going on 30,Comedy,37000000.0,96455697.0,1.6069107297297298,Other
Shrek 2,Animation,150000000.0,928760770.0,5.191738466666667,Blockbuster
Crash,Crime,6500000.0,98410061.0,14.140009384615384,Indie Hit
The Bourne Supremacy,Action,75000000.0,290835269.0,2.8778035866666665,Blockbuster
Dawn of the Dead,Action,26000000.0,102278712.0,2.9337966153846153,Other
The Passion of the Christ,Drama,30000000.0,612054506.0,19.401816866666667,Blockbuster
Resident Evil: Apocalypse,Action,45000000.0,129342769.0,1.8742837555555556,Other
Hellboy,Action,66000000.0,99378985.0,0.505742196969697,Other
Anchorman: The Legend of Ron Burgundy,Comedy,26000000.0,90709367.0,2.488821807692308,Other
Walking Tall,Action,46000000.0,57223890.0,0.24399760869565218,Other
The Life Aquatic with Steve Zissou,Action,50000000.0,34809623.0,-0.30380754,Failure
A Series of Unfortunate Events,Adventure,140000000.0,211468235.0,0.5104873928571428,Other
The Machinist,Drama,5000000.0,8203235.0,0.640647,Other
The Phantom of the Opera,Drama,70000000.0,154649125.0,1.2092732142857143,Other
Closer,Drama,27000000.0,115505027.0,3.277963962962963,Other
National Treasure,Action,100000000.0,347512318.0,2.47512318,Blockbuster
Alexander,Action,155000000.0,167298192.0,0.07934317419354839,Other
The Chronicles of Riddick,Action,105000000.0,115900534.0,0.10381460952380953,Other
The Manchurian Candidate,Drama,80000000.0,96105910.0,0.201323875,Other
King Arthur,Action,120000000.0,203567857.0,0.6963988083333333,Other
Ocean's Twelve,Crime,110000000.0,362744280.0,2.2976752727272727,Blockbuster
Harold & Kumar Go to White Castle,Adventure,9000000.0,23936908.0,1.6596564444444444,Other
Blade: Trinity,Action,65000000.0,131977904.0,1.0304292923076923,Other
Alien vs. Predator,Action,60000000.0,177427090.0,1.9571181666666666,Other
Meet the Fockers,Comedy,80000000.0,522657936.0,5.5332242,Blockbuster
Sideways,Comedy,16000000.0,109706931.0,5.8566831875,Indie Hit
Friday Night Lights,Action,30000000.0,61950770.0,1.0650256666666666,Other
Starsky & Hutch,Comedy,60000000.0,170268750.0,1.8378125,Other
Shark Tale,Animation,75000000.0,374583879.0,3.99445172,Blockbuster
Before Sunset,Drama,2700000.0,15936507.0,4.90241,Indie Hit
Ella Enchanted,Comedy,31000000.0,27388767.0,-0.11649138709677419,Failure
Primer,Drama,7000.0,545436.0,76.91942857142857,Indie Hit
A Cinderella Story,Comedy,19000000.0,70067909.0,2.687784684210526,Indie Hit
Along Came Polly,Comedy,42000000.0,178311729.0,3.245517357142857,Other
The SpongeBob SquarePants Movie,Animation,30000000.0,141067127.0,3.7022375666666667,Other
Scooby-Doo 2: Monsters Unleashed,Adventure,80000000.0,181216833.0,1.2652104125,Other
The Ladykillers,Comedy,35000000.0,76665191.0,1.1904340285714285,Other
Hotel Rwanda,Biography,17500000.0,33882243.0,0.9361281714285714,Other
Taking Lives,Crime,45000000.0,65470529.0,0.45490064444444445,Other
Kung Fu Hustle,Action,20000000.0,104882445.0,4.24412225,Indie Hit
The Perfect Score,Comedy,40000000.0,10898337.0,-0.727541575,Failure
Garden State,Comedy,2500000.0,35825316.0,13.3301264,Indie Hit
The Princess Diaries 2: Royal Engagement,Comedy,40000000.0,134734481.0,2.368362025,Other
Twisted,Crime,50000000.0,40954603.0,-0.18090794,Failure
Catwoman,Action,100000000.0,82102379.0,-0.17897621,Failure
Seed of Chucky,Comedy,12000000.0,24829644.0,1.069137,Other
2046,Drama,12000000.0,20205757.0,0.6838130833333333,Other
Torque,Action,40000000.0,46546197.0,0.163654925,Other
Ray,Biography,40000000.0,123971376.0,2.0992844,Other
Chasing Liberty,Comedy,23000000.0,12313323.0,-0.4646381304347826,Failure
Secret Window,Drama,40000000.0,92913171.0,1.322829275,Other
Bride & Prejudice,Comedy,7000000.0,24716440.0,2.53092,Other
Finding Neverland,Biography,25000000.0,116650613.0,3.66602452,Other
Team America: World Police,Action,32000000.0,50826898.0,0.5883405625,Other
Sleepover,Comedy,10000000.0,10143022.0,0.0143022,Other
The Grudge,Horror,10000000.0,187281115.0,17.7281115,Indie Hit
Around the World in 80 Days,Action,110000000.0,72178895.0,-0.34382822727272727,Failure
Wimbledon,Comedy,31000000.0,41682237.0,0.34458829032258065,Other
The Adventures of Sharkboy and Lavagirl 3-D,Action,50000000.0,71992655.0,0.4398531,Other
The Polar Express,Animation,165000000.0,314215454.0,0.9043360848484848,Blockbuster
Without a Paddle,Adventure,19000000.0,73029190.0,2.8436415789473686,Indie Hit
Miracle,Biography,28000000.0,64445708.0,1.3016324285714285,Other
Mindhunters,Crime,27000000.0,21148829.0,-0.21671003703703703,Failure
The Prince and Me,Comedy,22000000.0,37666766.0,0.7121257272727273,Other
Taxi,Action,25000000.0,71255003.0,1.85020012,Other
Wicker Park,Drama,30000000.0,21741598.0,-0.27528006666666666,Failure
Cellular,Action,25000000.0,57678321.0,1.30713284,Other
Kinsey,Biography,11000000.0,17050017.0,0.5500015454545455,Other
Anacondas: The Hunt for the Blood Orchid,Action,20000000.0,70992898.0,2.5496449,Other
Confessions of a Teenage Drama Queen,Comedy,15000000.0,33251890.0,1.2167926666666666,Other
Raising Helen,Comedy,50000000.0,49718611.0,-0.00562778,Failure
Fat Albert,Comedy,26000000.0,48551322.0,0.8673585384615384,Other
Sky Captain and the World of Tomorrow,Action,70000000.0,57947036.0,-0.1721852,Failure
The Stepford Wives,Comedy,90000000.0,103370127.0,0.14855696666666668,Other
Shall We Dance,Comedy,50000000.0,170128460.0,2.4025692,Other
After the Sunset,Action,60000000.0,62657868.0,0.0442978,Other
A Very Long Engagement,Drama,56600000.0,69424389.0,0.2265793109540636,Other
The Forgotten,Drama,42000000.0,117592831.0,1.7998293095238096,Other
Flight of the Phoenix,Action,45000000.0,35021497.0,-0.2217445111111111,Failure
Saved!,Comedy,5000000.0,10275509.0,1.0551018,Other
Garfield,Animation,50000000.0,203172417.0,3.06344834,Other
In Good Company,Comedy,26000000.0,61315215.0,1.3582775,Other
First Daughter,Comedy,30000000.0,10592180.0,-0.6469273333333333,Failure
Jersey Girl,Comedy,35000000.0,35492921.0,0.014083457142857143,Other
The Alamo,Drama,107000000.0,25819961.0,-0.758691953271028,Failure
Raise Your Voice,Family,15000000.0,14867514.0,-0.0088324,Other
Hidalgo,Action,100000000.0,108040622.0,0.08040622,Other
Bridget Jones: The Edge of Reason,Comedy,40000000.0,265126918.0,5.62817295,Other
Mean Creek,Crime,500000.0,802948.0,0.605896,Other
Dirty Dancing: Havana Nights,Drama,25000000.0,27685016.0,0.10740064,Other
D.E.B.S.,Action,3500000.0,97446.0,-0.9721582857142858,Other
Club Dread,Comedy,8600000.0,7565807.0,-0.120255,Other
Bad Education,Crime,5000000.0,40423279.0,7.0846558,Indie Hit
Soul Plane,Comedy,16000000.0,14821824.0,-0.073636,Other
3-Iron,Crime,1000000.0,3403957.0,2.403957,Other
Thunderbirds,Action,57000000.0,28283637.0,-0.5037958421052632,Failure
New York Minute,Comedy,30000000.0,21289826.0,-0.29033913333333333,Failure
Birth,Drama,20000000.0,23925492.0,0.1962746,Other
Vanity Fair,Drama,23000000.0,19463185.0,-0.1537745652173913,Failure
Exorcist: the Beginning,Horror,80000000.0,78110021.0,-0.0236247375,Failure
A Dirty Shame,Comedy,15000000.0,1914166.0,-0.8723889333333333,Other
I Heart Huckabees,Comedy,20000000.0,20094909.0,0.00474545,Other
The Door in the Floor,Comedy,7500000.0,6715067.0,-0.10465773333333334,Other
The Whole Ten Yards,Comedy,40000000.0,26170671.0,-0.345733225,Failure
Envy,Comedy,40000000.0,14494036.0,-0.6376491,Failure
Alfie,Comedy,60000000.0,35060882.0,-0.41565196666666665,Failure
Superbabies: Baby Geniuses 2,Comedy,20000000.0,9448644.0,-0.5275678,Other
Johnson Family Vacation,Comedy,12000000.0,31326183.0,1.61051525,Other
Spartan,Action,19250000.0,8112712.0,-0.5785604155844156,Other
Home on the Range,Animation,110000000.0,145358062.0,0.32143692727272727,Other
Christmas with the Kranks,Comedy,60000000.0,96593018.0,0.6098836333333333,Other
Win a Date with Tad Hamilton!,Comedy,22000000.0,21513434.0,-0.022116636363636363,Failure
Night Watch,Action,4200000.0,50336279.0,10.984828333333333,Indie Hit
The Merchant of Venice,Drama,30000000.0,21560182.0,-0.2813272666666667,Failure
Ladder 49,Action,55000000.0,100572044.0,0.8285826181818182,Other
You Got Served,Drama,8000000.0,50576805.0,5.322100625,Indie Hit
Beyond the Sea,Biography,23000000.0,8447615.0,-0.6327123913043479,Failure
Eulogy,Comedy,6500000.0,89781.0,-0.9861875384615385,Other
The Big Bounce,Comedy,50000000.0,6808550.0,-0.863829,Failure
Veer-Zaara,Drama,7000000.0,6887221.0,-0.016111285714285713,Other
Little Black Book,Comedy,35000000.0,22035509.0,-0.3704140285714286,Failure
Laws of Attraction,Comedy,32000000.0,30031874.0,-0.0615039375,Failure
Maria Full of Grace,Crime,3000000.0,12594630.0,3.19821,Indie Hit
Vera Drake,Crime,11000000.0,13267869.0,0.2061699090909091,Other
It's All Gone Pete Tong,Biography,2000000.0,1635056.0,-0.182472,Other
Catch That Kid,Action,12000000.0,16951702.0,0.4126418333333333,Other
Tae Guk Gi: The Brotherhood of War,Action,12800000.0,76287982.0,4.95999859375,Indie Hit
She Hate Me,Comedy,8000000.0,1526951.0,-0.809131125,Other
Welcome to Mooseport,Comedy,30000000.0,14615099.0,-0.5128300333333333,Failure
Clifford's Really Big Movie,Animation,70000.0,3255426.0,45.50608571428572,Indie Hit
Harry Potter and the Goblet of Fire,Adventure,150000000.0,896678241.0,4.97785494,Blockbuster
The 40-Year-Old Virgin,Comedy,26000000.0,177378645.0,5.822255576923077,Other
Memoirs of a Geisha,Drama,85000000.0,162242962.0,0.9087407294117648,Other
Pride & Prejudice,Drama,28000000.0,121616555.0,3.343448392857143,Other
Batman Begins,Action,150000000.0,373661946.0,1.49107964,Blockbuster
Brokeback Mountain,Drama,14000000.0,178062759.0,11.7187685,Indie Hit
Sin City,Crime,40000000.0,158733820.0,2.9683455,Other
Charlie and the Chocolate Factory,Adventure,150000000.0,474968763.0,2.16645842,Blockbuster
V for Vendetta,Action,54000000.0,132511035.0,1.4539080555555555,Other
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,180000000.0,745013115.0,3.13896175,Blockbuster
Wedding Crashers,Comedy,40000000.0,288467645.0,6.211691125,Blockbuster
War of the Worlds,Adventure,132000000.0,603873119.0,3.574796356060606,Blockbuster
Kingdom of Heaven,Action,130000000.0,218122627.0,0.6778663615384616,Other
Constantine,Action,100000000.0,230884728.0,1.30884728,Other
Star Wars: Episode III - Revenge of the Sith,Action,113000000.0,868390560.0,6.68487221238938,Blockbuster
King Kong,Action,207000000.0,562363449.0,1.7167316376811594,Blockbuster
The Hitchhiker's Guide to the Galaxy,Adventure,50000000.0,104478416.0,1.08956832,Other
Fantastic Four,Action,100000000.0,333535934.0,2.33535934,Blockbuster
Serenity,Action,39000000.0,40445129.0,0.037054589743589744,Other
Mr. & Mrs. Smith,Action,110000000.0,487287646.0,3.4298876909090907,Blockbuster
The Island,Action,126000000.0,162949164.0,0.29324733333333336,Other
Waiting...,Comedy,3000000.0,18637690.0,5.212563333333334,Indie Hit
Match Point,Drama,15000000.0,85638656.0,4.7092437333333335,Indie Hit
Hostel,Horror,4800000.0,81979826.0,16.07913041666667,Indie Hit
Sky High,Adventure,35000000.0,86369815.0,1.467709,Other
Assault on Precinct 13,Action,30000000.0,35294470.0,0.17648233333333332,Other
Madagascar,Animation,75000000.0,542063846.0,6.227517946666667,Blockbuster
Hard Candy,Drama,950000.0,7022209.0,6.391798947368421,Indie Hit
The Sisterhood of the Traveling Pants,Comedy,25000000.0,42013878.0,0.68055512,Other
The Longest Yard,Comedy,82000000.0,191466556.0,1.334958,Other
Red Eye,Thriller,26000000.0,96258201.0,2.7022385,Other
House of Wax,Horror,40000000.0,68766121.0,0.719153025,Other
Four Brothers,Action,45000000.0,92374674.0,1.0527705333333333,Other
The Dukes of Hazzard,Comedy,50000000.0,111069515.0,1.2213903,Other
The Interpreter,Crime,80000000.0,162944923.0,1.0368115375,Other
Walk the Line,Biography,28000000.0,186797986.0,5.671356642857143,Other
Lords of Dogtown,Biography,25000000.0,13411957.0,-0.46352172,Failure
Munich,Action,70000000.0,130982129.0,0.8711732714285715,Other
Kiss Kiss Bang Bang,Comedy,15000000.0,15785148.0,0.0523432,Other
The Constant Gardener,Drama,25000000.0,82468097.0,2.29872388,Other
The Pacifier,Action,56000000.0,198636868.0,2.5470869285714284,Other
A History of Violence,Drama,32000000.0,61385065.0,0.91828328125,Other
The Devil's Rejects,Horror,7000000.0,20901859.0,1.985979857142857,Other
Hitch,Comedy,70000000.0,371594210.0,4.308488714285715,Blockbuster
Mirrormask,Adventure,4000000.0,866999.0,-0.78325025,Other
Rent,Drama,40000000.0,31670620.0,-0.2082345,Failure
Robots,Animation,75000000.0,262511490.0,2.5001532,Other
Jarhead,Action,72000000.0,97076152.0,0.3482798888888889,Other
Into the Blue,Action,50000000.0,46117696.0,-0.07764608,Failure
Saw II,Horror,4000000.0,147748505.0,35.93712625,Indie Hit
Flightplan,Drama,55000000.0,223387299.0,3.0615872545454543,Other
Coach Carter,Biography,30000000.0,76669554.0,1.5556518,Other
Dark Water,Drama,30000000.0,68357079.0,1.2785693,Other
Lord of War,Action,50000000.0,72617068.0,0.45234136,Other
Zathura: A Space Adventure,Action,65000000.0,65079104.0,0.0012169846153846154,Other
The Quiet,Crime,900000.0,381420.0,-0.5762,Other
The Amityville Horror,Horror,19000000.0,107516369.0,4.658756263157895,Indie Hit
Be Cool,Comedy,53000000.0,95763716.0,0.8068625660377359,Other
"Yours, Mine & Ours",Comedy,45000000.0,72662923.0,0.6147316222222222,Other
Cinderella Man,Biography,88000000.0,108539911.0,0.23340807954545453,Other
Nanny McPhee,Comedy,25000000.0,123276807.0,3.93107228,Other
The Brothers Grimm,Action,88000000.0,105316267.0,0.19677576136363636,Other
Sahara,Action,130000000.0,119240351.0,-0.08276653076923077,Failure
Corpse Bride,Animation,40000000.0,118090836.0,1.9522709,Other
Transporter 2,Action,32000000.0,89083229.0,1.78385090625,Other
Two for the Money,Crime,35000000.0,30526509.0,-0.12781402857142857,Failure
The New World,Biography,30000000.0,49334775.0,0.6444925,Other
Brick,Action,475000.0,3947579.0,7.310692631578948,Indie Hit
Wolf Creek,Horror,1000000.0,30894796.0,29.894796,Indie Hit
The Exorcism of Emily Rose,Drama,19000000.0,145166804.0,6.640358105263158,Indie Hit
Elektra,Action,43000000.0,56995646.0,0.3254801395348837,Other
Doom,Action,60000000.0,58072119.0,-0.03213135,Failure
The Legend of Zorro,Action,75000000.0,142400065.0,0.8986675333333334,Other
Cheaper by the Dozen 2,Adventure,60000000.0,130154568.0,1.1692428,Other
Æon Flux,Action,62000000.0,53321673.0,-0.13997301612903226,Failure
Son of the Mask,Comedy,84000000.0,59981548.0,-0.28593395238095237,Failure
Rumor Has It...,Comedy,70000000.0,88933562.0,0.27047945714285715,Other
The Producers,Comedy,45000000.0,38075318.0,-0.15388182222222221,Failure
Kicking & Screaming,Comedy,45000000.0,56070433.0,0.24600962222222222,Other
The Cave,Action,30000000.0,33296457.0,0.1098819,Other
Broken Flowers,Comedy,10000000.0,47329961.0,3.7329961,Indie Hit
Fun with Dick and Jane,Comedy,100000000.0,204681899.0,1.04681899,Other
Imagine Me & You,Comedy,7900000.0,2635305.0,-0.666417088607595,Other
The Family Stone,Comedy,18000000.0,92884429.0,4.160246055555556,Indie Hit
Just Like Heaven,Comedy,58000000.0,102854431.0,0.7733522586206897,Other
Capote,Biography,7000000.0,49327405.0,6.046772142857143,Indie Hit
The Skeleton Key,Drama,43000000.0,93983911.0,1.1856723488372094,Other
The Squid and the Whale,Comedy,1500000.0,11098131.0,6.398754,Indie Hit
Land of the Dead,Horror,15000000.0,47074133.0,2.138275533333333,Other
Man of the House,Comedy,40000000.0,21577624.0,-0.4605594,Failure
Elizabethtown,Comedy,45000000.0,52164016.0,0.15920035555555556,Other
Chicken Little,Animation,150000000.0,314432837.0,1.0962189133333333,Blockbuster
Monster-in-Law,Comedy,43000000.0,155457327.0,2.6152866744186047,Other
Domino,Action,50000000.0,22984628.0,-0.54030744,Failure
The Ring Two,Horror,50000000.0,163995949.0,2.27991898,Other
Deuce Bigalow: European Gigolo,Comedy,22000000.0,45109561.0,1.0504345909090909,Other
Harsh Times,Action,2000000.0,5969708.0,1.984854,Other
Diary of a Mad Black Woman,Comedy,5500000.0,50652203.0,8.209491454545455,Indie Hit
Herbie Fully Loaded,Adventure,50000000.0,144146816.0,1.88293632,Other
Wallace & Gromit: The Curse of the Were-Rabbit,Animation,30000000.0,194137091.0,5.471236366666667,Other
The Jacket,Drama,29000000.0,21733230.0,-0.250578275862069,Failure
The Wedding Date,Comedy,15000000.0,47096206.0,2.1397470666666667,Other
Thank You for Smoking,Comedy,6500000.0,39323027.0,5.049696461538462,Indie Hit
Hide and Seek,Drama,30000000.0,127369981.0,3.2456660333333334,Other
Cursed,Comedy,38000000.0,29621722.0,-0.220481,Failure
Miss Congeniality 2: Armed & Fabulous,Action,45000000.0,101393569.0,1.2531904222222223,Other
Bad News Bears,Comedy,35000000.0,34252847.0,-0.02134722857142857,Failure
Fever Pitch,Comedy,30000000.0,50605163.0,0.6868387666666667,Other
xXx: State of the Union,Action,113000000.0,71022693.0,-0.37148059292035396,Failure
Syriana,Drama,50000000.0,93974620.0,0.8794924,Other
North Country,Drama,35000000.0,25211175.0,-0.2796807142857143,Failure
Derailed,Crime,22000000.0,57479076.0,1.6126852727272727,Other
The Perfect Man,Comedy,10000000.0,19770475.0,0.9770475,Other
Unleashed,Action,45000000.0,50871113.0,0.13046917777777778,Other
Hostage,Action,52000000.0,77663556.0,0.49352992307692306,Other
The Greatest Game Ever Played,Biography,26000000.0,15431177.0,-0.4064931923076923,Failure
Get Rich or Die Tryin',Biography,40000000.0,46563961.0,0.164099025,Other
